=== [민생경제과] 시스템: 45,194,563천원 | PDF목표: 33,194,563천원 | 차액: +12,000,000천원 ===
      예산구분                         세부사업명             통계목명                          산출근거명                       산출근거식   예산액_num       정산 상태
2908   본예산                           보정미르휴먼센터 운영 지원        공기관등에대한경상적위탁사업비                        Ο시설관리위탁사업 운영비                              1,113,748,000원   1113748     ✅ 정산 포함
2909   본예산                           보정미르휴먼센터 운영 지원        공기관등에대한경상적위탁사업비                               Ο위탁수수료                                 55,687,400원     55688     ✅ 정산 포함
2910   본예산                           보정미르휴먼센터 운영 지원        공기관등에대한자본적위탁사업비                       Ο시설관리위탁사업 물품구입                                 55,100,000원     55100     ✅ 정산 포함
2911   본예산                               의료급여관리사 지원         공무직(무기계약)근로자보수                         Ο의료급여관리사 인건비                                106,600,000원    106600     ✅ 정산 포함
2912   본예산                               의료급여관리사 지원         공무직(무기계약)근로자보수                     Ο의료급여관리사 인건비(자체)                                 10,800,000원     10800     ✅ 정산 포함
2913  추경1회                               의료급여관리사 지원         공무직(무기계약)근로자보수                     Ο의료급여관리사 인건비(자체)                                 24,000,000원     24000     ✅ 정산 포함
2914   본예산                               의료급여관리사 지원  공무직(무기계약)근로자 보험료부담금 등                   Ο의료급여관리사 보험금 등 부담금                                 12,500,000원     12500     ✅ 정산 포함
2915  추경1회                               의료급여관리사 지원  공무직(무기계약)근로자 보험료부담금 등               Ο의료급여관리사 보험금 등 부담금(자체)                                  2,700,000원      2700     ✅ 정산 포함
2916   본예산                           의료급여관리사 지원(자체)         공무직(무기계약)근로자보수                   Ο의료급여관리사 처우개선비(자체)                                           -     21900     ✅ 정산 포함
2917   본예산                           의료급여관리사 지원(자체)         공무직(무기계약)근로자보수                               ο명절휴가비                            1,700,000원*3명*2회     10200  🔻 소계 중복 제외
2918   본예산                           의료급여관리사 지원(자체)         공무직(무기계약)근로자보수                               ο정액급식비                             140,000원*3명*12월      5040  🔻 소계 중복 제외
2919   본예산                           의료급여관리사 지원(자체)         공무직(무기계약)근로자보수                             ο연가보상비 등                                  3,900,000원      3900  🔻 소계 중복 제외
2920   본예산                           의료급여관리사 지원(자체)         공무직(무기계약)근로자보수                                ο가족수당                             140,000원*1명*12월      1680  🔻 소계 중복 제외
2921   본예산                           의료급여관리사 지원(자체)         공무직(무기계약)근로자보수                              ο특수근무수당                              30,000원*3명*12월      1080  🔻 소계 중복 제외
2922   본예산                              기본경비(복지정책과)                  사무관리비                               Ο일반수용비                         60,000원*30명*12월*90%     19440  🔄 경정 대체 제외
2923   본예산                              기본경비(복지정책과)                  사무관리비                                 Ο급식비                           9,000원*30명*6일*12월     19440  🔄 경정 대체 제외
2924   본예산                              기본경비(복지정책과)                  사무관리비                             Ο행정장비 운영                                           -     17400     ✅ 정산 포함
2925   본예산                              기본경비(복지정책과)                  사무관리비                                 ο소모품                             300,000원*12대*4회     14400  🔻 소계 중복 제외
2926   본예산                              기본경비(복지정책과)                  사무관리비                                ο장비유지                                  3,000,000원      3000  🔻 소계 중복 제외
2927   본예산                              기본경비(복지정책과)                  사무관리비                       Ο홍보물 및 일간지 구독료                              90,000원*2종*12월      2160     ✅ 정산 포함
2928  추경1회                              기본경비(복지정책과)                  사무관리비                               Ο일반수용비                              경정 14,580,000원     14580     ✅ 정산 포함
2929  추경1회                              기본경비(복지정책과)                  사무관리비                                 Ο급식비                              경정 14,580,000원     14580     ✅ 정산 포함
2930  추경1회                              기본경비(복지정책과)                  사무관리비                             Ο행정장비 운영                                           -     11700     ✅ 정산 포함
2931  추경1회                              기본경비(복지정책과)                  사무관리비                                 ο소모품                               경정 8,700,000원      8700  🔻 소계 중복 제외
2932   본예산                              기본경비(복지정책과)                   국내여비                              Ο기본업무추진                          10,000원*30명*2일*12월      7200  🔄 경정 대체 제외
2933  추경1회                              기본경비(복지정책과)                   국내여비                              Ο기본업무추진                               경정 5,400,000원      5400     ✅ 정산 포함
2934   본예산                              기본경비(복지정책과)              기관운영업무추진비                                  Ο4급                                  6,750,000원      6750     ✅ 정산 포함
2935   본예산                              기본경비(복지정책과)              부서운영업무추진비                         Ο31인 이상(36인)                                430,000원*12월      5160  🔄 경정 대체 제외
2936  추경1회                              기본경비(복지정책과)              부서운영업무추진비                              Ο25인 이하                               경정 4,360,000원      4360     ✅ 정산 포함
2937   본예산                              기본경비(복지정책과)              직책급업무수행경비                                  Ο5급                             100,000원*1명*12월      1200     ✅ 정산 포함
2938   본예산                        의료급여관리사 지원(행정 지원)                   국내여비                          Ο의료급여관리사 여비                                  9,000,000원      9000     ✅ 정산 포함
2939   본예산                            내부거래지출(복지정책과)                기타회계전출금                     Ο의료급여기금 특별회계 전출금                              5,028,016,000원   5028016  🔄 경정 대체 제외
2940  추경1회                            내부거래지출(복지정책과)                기타회계전출금                     Ο의료급여기금 특별회계 전출금                           경정 5,232,688,000원   5232688     ✅ 정산 포함

================================================================================

=== [처인구 건설과] 시스템: 8,851,150천원 | PDF목표: 8,836,030천원 | 차액: +15,120천원 ===
      예산구분           세부사업명       통계목명                    산출근거명                산출근거식  예산액_num       정산 상태
9028   본예산  도로관리심의위원회 운영수당      사무관리비          Ο도로관리심의위원회 심의수당      100,000원*12명*5회     6000     ✅ 정산 포함
9029   본예산     노상 적치물 지도단속        시설비          Ο노점상 및 노상적치물 정비         350,000,000원   350000     ✅ 정산 포함
9030   본예산    민원발생 국공유지 측량      사무관리비              Ο국공유지 측량수수료        500,000원*80필지    40000     ✅ 정산 포함
9031   본예산    민원발생 국공유지 측량        시설비               Ο국공유지 유지관리        100,000원*400m    40000     ✅ 정산 포함
9032   본예산    도로재산 관리 차량유지      공공운영비            Ο도로재산관리 차량 유지           2,000,000원     2000     ✅ 정산 포함
9033   본예산         도로재산 업무  기간제근로자등보수           Ο기간제 근로자 채용 임금                    -    60147     ✅ 정산 포함
9034   본예산         도로재산 업무  기간제근로자등보수            ο기본급(노점상 단속자)      95,440원*2명*210일    40085  🔻 소계 중복 제외
9035   본예산         도로재산 업무  기간제근로자등보수         ο유급휴일수당(노점상 단속자)       95,440원*2명*54일    10308  🔻 소계 중복 제외
9036   본예산         도로재산 업무  기간제근로자등보수           ο연차수당(노점상 단속자)       95,440원*2명*10일     1909  🔻 소계 중복 제외
9037   본예산         도로재산 업무  기간제근로자등보수           ο초과수당(노점상 단속자)      143,160원*2명*26일     7445  🔻 소계 중복 제외
9038   본예산         도로재산 업무  기간제근로자등보수           ο명절수당(노점상 단속자)       200,000원*2명*1회      400  🔻 소계 중복 제외
9039   본예산         하천 유지관리      사무관리비             Ο하천부지 측량 수수료       200,000원*100필지    20000     ✅ 정산 포함
9040   본예산         하천 유지관리      사무관리비                Ο행정대집행 비용        5,000,000원*4회    20000     ✅ 정산 포함
9041   본예산         하천 유지관리      공공운영비                    Ο전기요금      18,500,000원*12월   222000     ✅ 정산 포함
9042   본예산         하천 유지관리      공공운영비          Ο하천유지관리용 카트 보험료          300,000원*1회      300     ✅ 정산 포함
9043   본예산         하천 유지관리        시설비                    Ο유지관리       2,500,000,000원  2500000     ✅ 정산 포함
9044   본예산         하천 유지관리        시설비            Ο환경정비(제초작업 등)       1,200,000,000원  1200000     ✅ 정산 포함
9045   본예산         하천 유지관리        시설비           Ο환경정비(하천 준설사업)         500,000,000원   500000     ✅ 정산 포함
9046   본예산     하천 부속물 유지관리        시설비              Ο하천부속물 유지관리         200,000,000원   200000     ✅ 정산 포함
9047   본예산   하천 전기시설물 유지관리        시설비                    Ο유지관리         180,000,000원   180000     ✅ 정산 포함
9048   본예산  경안천 하천보안등 설치사업        시설비  Ο경안천 하천보안등 설치사업(모현읍 일원)         400,000,000원   400000     ✅ 정산 포함
9049   본예산  관정천 하천보안등 설치사업        시설비          Ο관정천 하천보안등 설치사업         100,000,000원   100000     ✅ 정산 포함
9050   본예산    송전천 산책로 조성공사        시설비            Ο송전천 산책로 조성공사         400,000,000원   400000     ✅ 정산 포함
9051   본예산      하수시설물 유지보수        시설비          Ο하수시설(우수관) 유지보수       1,100,000,000원  1100000     ✅ 정산 포함
9052   본예산      하수시설물 유지보수        시설비       Ο남촌초등학교 일원 우수관로 정비         300,000,000원   300000     ✅ 정산 포함
9053   본예산     민방위 교육 및 운영      사무관리비         Ο민방위 교육훈련 홍보물 제작           4,530,000원     4530     ✅ 정산 포함
9054   본예산     민방위 교육 및 운영      사무관리비                   Ο일반수용비           1,000,000원     1000     ✅ 정산 포함
9055   본예산     민방위 교육 및 운영      사무관리비                  Ο가로기 구입     10,000원*120매*1개소     1200     ✅ 정산 포함
9056   본예산     민방위 교육 및 운영      사무관리비          Ο민방위기 게양 및 관리용역        2,625,000원*4회    10500     ✅ 정산 포함
9057   본예산     민방위 교육 및 운영      사무관리비            Ο민방위 특별훈련 운영비         400,000원*1개소      400     ✅ 정산 포함
9058   본예산     민방위 교육 및 운영      공공운영비          Ο민방위 시설장비 유지 관리                    -    21400     ✅ 정산 포함
9059   본예산     민방위 교육 및 운영      공공운영비              ο비상급수시설 전기료         400,000원*12월     4800  🔻 소계 중복 제외
9060   본예산     민방위 교육 및 운영      공공운영비      ο비상급수시설 물탱크 등 유지관리비        1,800,000원*2회     3600  🔻 소계 중복 제외
9061   본예산     민방위 교육 및 운영      공공운영비          ο민방위 시설장비 유지관리비          13,000,000원    13000  🔻 소계 중복 제외
9062   본예산     민방위 교육 및 운영    행사실비지원금      Ο민방위 특별훈련 급식비 및 간식비         300,000원*1개소      300     ✅ 정산 포함
9063   본예산     민방위 교육 및 운영    행사실비지원금           Ο민방위 교육훈련 강사수당                    -    13500     ✅ 정산 포함
9064   본예산     민방위 교육 및 운영    행사실비지원금               ο기본교육 강사수당     150,000원*10회*1시간     1500  🔻 소계 중복 제외
9065   본예산     민방위 교육 및 운영    행사실비지원금               ο실전교육 강사수당     100,000원*40회*3시간    12000  🔻 소계 중복 제외
9066   본예산     민방위 교육 및 운영        시설비        Ο민방위 비상급수시설 해체 공사          18,000,000원    18000     ✅ 정산 포함
9067   본예산       사회복무요원 관리      사무관리비              Ο일일복무상황부 제작           6,000원*50권      300     ✅ 정산 포함
9068   본예산       사회복무요원 관리  사회복무요원보상금               Ο사회복무요원 보수                    -   663587     ✅ 정산 포함
9069   본예산       사회복무요원 관리  사회복무요원보상금                     ο기본급   1,200,000원*38명*12월   547200  🔻 소계 중복 제외
9070   본예산       사회복무요원 관리  사회복무요원보상금                     ο중식비      9,000원*38명*247일    84474  🔻 소계 중복 제외
9071   본예산       사회복무요원 관리  사회복무요원보상금                     ο교통비      3,400원*38명*247일    31913  🔻 소계 중복 제외
9072   본예산       사회복무요원 관리  사회복무요원보상금                     Ο피복비         309,840원*25명     7746     ✅ 정산 포함
9073   본예산     자율방범대 운영 지원  자율방범대실비지원                     Ο야식비       18,550,000원*4회    74200     ✅ 정산 포함
9074   본예산     자율방범대 운영 지원  자율방범대실비지원                  Ο장비 유지비        4,000,000원*4회    16000     ✅ 정산 포함
9075   본예산     자율방범대 운영 지원  자율방범대실비지원                     Ο난방비        7,000,000원*2회    14000     ✅ 정산 포함
9076   본예산     자율방범대 운영 지원  자율방범대실비지원                  Ο차량 유지비       12,000,000원*4회    48000     ✅ 정산 포함
9077   본예산     자율방범대 운영 지원  자율방범대실비지원                     Ο운영비        6,000,000원*4회    24000     ✅ 정산 포함
9078   본예산   신속한 재해재난 복구지원      사무관리비          Ο재난상황 비상근무자 급식비                    -    15120     ✅ 정산 포함
9079   본예산   신속한 재해재난 복구지원      사무관리비                      ο구청       9,000원*30명*28일     7560  🔻 소계 중복 제외
9080   본예산   신속한 재해재난 복구지원      사무관리비                     ο읍면동   9,000원*5명*14일*12개소     7560  🔻 소계 중복 제외
9081   본예산   신속한 재해재난 복구지원      사무관리비          Ο재난상황 비상근무자 간식비       3,000원*30명*28일     2520     ✅ 정산 포함
9082  추경1회   신속한 재해재난 복구지원      사무관리비          Ο재난상황 비상근무자 급식비                    -    15750     ✅ 정산 포함
9083  추경1회   신속한 재해재난 복구지원      사무관리비                     ο읍면동        경정 8,190,000원     8190  🔻 소계 중복 제외
9084   본예산   신속한 재해재난 복구지원      공공운영비               Ο재난시설 전기요금     25,000원*13개소*12월     3900     ✅ 정산 포함
9085   본예산   신속한 재해재난 복구지원      공공운영비               Ο재난시설 통신요금    150,000원*13개소*12월    23400     ✅ 정산 포함
9086   본예산   신속한 재해재난 복구지원      공공운영비         Ο역동저류지 부유분수 전기요금      420,000원*1개소*9월     3780     ✅ 정산 포함
9087   본예산   신속한 재해재난 복구지원      공공운영비      Ο재난관련 장비 및 시설 유지관리비          65,000,000원    65000     ✅ 정산 포함
9088   본예산   신속한 재해재난 복구지원  시책추진업무추진비    Ο재해재난복구 및 주민불편해소 업무추진           3,150,000원     3150     ✅ 정산 포함
9089  추경1회   신속한 재해재난 복구지원     특정업무경비                Ο재난안전 활동비       80,000원*1명*12월      960     ✅ 정산 포함
9090   본예산   신속한 재해재난 복구지원        시설비          Ο우수유출 저감시설 유지관리          75,000,000원    75000     ✅ 정산 포함
9091   본예산   먹는물 공동시설 유지보수      공공운영비    Ο먹는물 공동이용시설(약수터) 전기요금          90,000원*12월     1080     ✅ 정산 포함
9092   본예산   먹는물 공동시설 유지보수        시설비    Ο먹는물 공동이용시설(약수터) 유지보수           9,000,000원     9000     ✅ 정산 포함
9093   본예산   기본경비(처인구 건설과)      사무관리비                   Ο일반수용비  60,000원*25명*12월*90%    16200     ✅ 정산 포함
9094   본예산   기본경비(처인구 건설과)      사무관리비                     Ο급식비    9,000원*25명*7회*12월    18900     ✅ 정산 포함
9095   본예산   기본경비(처인구 건설과)      사무관리비                 Ο행정장비 운영                    -    16200     ✅ 정산 포함
9096   본예산   기본경비(처인구 건설과)      사무관리비                     ο소모품      300,000원*11대*4회    13200  🔻 소계 중복 제외
9097   본예산   기본경비(처인구 건설과)      사무관리비                    ο장비유지           3,000,000원     3000  🔻 소계 중복 제외
9098   본예산   기본경비(처인구 건설과)      사무관리비           Ο홍보물 및 일간지 구독료          90,000원*12월     1080     ✅ 정산 포함
9099   본예산   기본경비(처인구 건설과)       국내여비                  Ο기본업무추진   10,000원*25명*5일*12월    15000     ✅ 정산 포함
9100   본예산   기본경비(처인구 건설과)  부서운영업무추진비                  Ο30인 이하         400,000원*12월     4800     ✅ 정산 포함
9101   본예산   기본경비(처인구 건설과)  직책급업무수행경비                      Ο5급      100,000원*1명*12월     1200     ✅ 정산 포함

================================================================================

=== [수지구 세무1과] 시스템: 565,854천원 | PDF목표: 553,254천원 | 차액: +12,600천원 ===
       예산구분                세부사업명       통계목명                 산출근거명                        산출근거식  예산액_num       정산 상태
11942   본예산  지방세 부과징수 업무지원(세무1과)      사무관리비  Ο지방세 및 세외수입 고지서 등 제작              80,000원*1,200박스    96000  🔄 경정 대체 제외
11943   본예산  지방세 부과징수 업무지원(세무1과)      사무관리비        Ο지방세 홍보 현수막 제작             45,000원*12개소*10회     5400     ✅ 정산 포함
11944   본예산  지방세 부과징수 업무지원(세무1과)      사무관리비           Ο지방세법 도서 구입  (60,000원*16권)+(120,000원*2권)     1200     ✅ 정산 포함
11945  추경1회  지방세 부과징수 업무지원(세무1과)      사무관리비  Ο지방세 및 세외수입 고지서 등 제작               경정 64,000,000원    64000     ✅ 정산 포함
11946   본예산  지방세 부과징수 업무지원(세무1과)      공공운영비                 Ο우편요금              42,500,000원*12월   510000  🔄 경정 대체 제외
11947  추경1회  지방세 부과징수 업무지원(세무1과)      공공운영비                 Ο우편요금              경정 384,000,000원   384000     ✅ 정산 포함
11948   본예산  지방세 부과징수 업무지원(세무1과)  시책추진업무추진비        Ο지방세 부과징수 업무추진                   3,150,000원     3150     ✅ 정산 포함
11949   본예산  지방세 부과징수 업무지원(세무1과)     특정업무경비                 Ο세무담당           150,000원*35.5명*12월    63900  🔄 경정 대체 제외
11950  추경1회  지방세 부과징수 업무지원(세무1과)     특정업무경비                 Ο세무담당               경정 45,150,000원    45150     ✅ 정산 포함
11951   본예산    개별주택가격 조사관리(세무1과)      사무관리비        Ο개별주택가격 산정 운영비                            -     5832     ✅ 정산 포함
11952   본예산    개별주택가격 조사관리(세무1과)      사무관리비               ο소모품 구입                 378,000원*12월     4536  🔻 소계 중복 제외
11953   본예산    개별주택가격 조사관리(세무1과)      사무관리비                  ο급식비                9,000원*2명*72일     1296  🔻 소계 중복 제외
11954   본예산           기본경비(세무1과)      사무관리비                Ο일반수용비          60,000원*31명*12월*90%    20088  🔄 경정 대체 제외
11955   본예산           기본경비(세무1과)      사무관리비                  Ο급식비            9,000원*31명*3일*12월    10044  🔄 경정 대체 제외
11956   본예산           기본경비(세무1과)      사무관리비              Ο행정장비 운영                            -    12600     ✅ 정산 포함
11957   본예산           기본경비(세무1과)      사무관리비                  ο소모품               300,000원*8대*4회     9600  🔻 소계 중복 제외
11958   본예산           기본경비(세무1과)      사무관리비                 ο장비유지                   3,000,000원     3000  🔻 소계 중복 제외
11959   본예산           기본경비(세무1과)      사무관리비        Ο홍보물 및 일간지 구독료                  90,000원*12월     1080     ✅ 정산 포함
11960  추경1회           기본경비(세무1과)      사무관리비                Ο일반수용비               경정 14,148,000원    14148     ✅ 정산 포함
11961  추경1회           기본경비(세무1과)      사무관리비                  Ο급식비                경정 7,074,000원     7074     ✅ 정산 포함
11962  추경1회           기본경비(세무1과)      사무관리비              Ο행정장비 운영                            -     9100     ✅ 정산 포함
11963  추경1회           기본경비(세무1과)      사무관리비                  ο소모품                경정 6,100,000원     6100  🔻 소계 중복 제외
11964   본예산           기본경비(세무1과)       국내여비               Ο기본업무추진           10,000원*26명*3일*12월     9360  🔄 경정 대체 제외
11965  추경1회           기본경비(세무1과)       국내여비               Ο기본업무추진                경정 7,560,000원     7560     ✅ 정산 포함
11966   본예산           기본경비(세무1과)  부서운영업무추진비          Ο31인 이상(36인)                 430,000원*12월     5160  🔄 경정 대체 제외
11967  추경1회           기본경비(세무1과)  부서운영업무추진비               Ο25인 이하                경정 4,360,000원     4360     ✅ 정산 포함
11968   본예산           기본경비(세무1과)  직책급업무수행경비                   Ο5급              100,000원*1명*12월     1200     ✅ 정산 포함

================================================================================

=== [인사관리과] 시스템: 74,616,548천원 | PDF목표: 74,604,888천원 | 차액: +11,660천원 ===
      예산구분                         세부사업명             통계목명                       산출근거명                                 산출근거식   예산액_num       정산 상태
915    본예산             효율적인 인사행정 운영 및 지원        기간제근로자등보수                   Ο대체인력 인부임                                     -     97834     ✅ 정산 포함
916    본예산             효율적인 인사행정 운영 및 지원        기간제근로자등보수                        ο기본급                       95,440원*3명*248일     71008  🔻 소계 중복 제외
917    본예산             효율적인 인사행정 운영 및 지원        기간제근로자등보수                     ο유급휴일수당                        95,440원*3명*65일     18611  🔻 소계 중복 제외
918    본예산             효율적인 인사행정 운영 및 지원        기간제근로자등보수                   ο연차유급휴가수당                        95,440원*3명*12일      3436  🔻 소계 중복 제외
919    본예산             효율적인 인사행정 운영 및 지원        기간제근로자등보수                       ο명절수당                        200,000원*3명*2월      1200  🔻 소계 중복 제외
920    본예산             효율적인 인사행정 운영 및 지원        기간제근로자등보수                        ο퇴직금                   95,440원*1명*30일*125%      3579  🔻 소계 중복 제외
921    본예산             효율적인 인사행정 운영 및 지원        기간제근로자등보수             Ο대체인력 4대 보험 부담금                                     -     10622     ✅ 정산 포함
922    본예산             효율적인 인사행정 운영 및 지원        기간제근로자등보수                       ο국민연금                     92,768,000원*4.75%      4407  🔻 소계 중복 제외
923    본예산             효율적인 인사행정 운영 및 지원        기간제근로자등보수                       ο건강보험            92,768,000원*3.595%*112.95%      3767  🔻 소계 중복 제외
924    본예산             효율적인 인사행정 운영 및 지원        기간제근로자등보수                       ο고용보험                     92,768,000원*1.75%      1624  🔻 소계 중복 제외
925    본예산             효율적인 인사행정 운영 및 지원        기간제근로자등보수                       ο산재보험                    92,768,000원*0.888%       824  🔻 소계 중복 제외
926    본예산             효율적인 인사행정 운영 및 지원            사무관리비           Ο임용장 및 포상 수여식 진행비                            1,500,000원      1500     ✅ 정산 포함
927    본예산             효율적인 인사행정 운영 및 지원            사무관리비                 Ο인사위원회 참석수당                       100,000원*5명*15회      7500     ✅ 정산 포함
928    본예산             효율적인 인사행정 운영 및 지원            사무관리비                Ο공무원증 소모품 구입                           4,870원*900개      4383     ✅ 정산 포함
929    본예산             효율적인 인사행정 운영 및 지원            사무관리비                    Ο공무원증 제작                          14,440원*700개     10108     ✅ 정산 포함
930    본예산             효율적인 인사행정 운영 및 지원            사무관리비       Ο지방공무원 임용시험(공무직 등 포함)                                     -     84720     ✅ 정산 포함
931    본예산             효율적인 인사행정 운영 및 지원            사무관리비                  ο면접수당(재직자)                       150,000원*2명*32회      9600  🔻 소계 중복 제외
932    본예산             효율적인 인사행정 운영 및 지원            사무관리비                ο면접수당(외부전문가)                       200,000원*6명*56회     67200  🔻 소계 중복 제외
933    본예산             효율적인 인사행정 운영 및 지원            사무관리비                   ο시험 종사자수당                        70,000원*12명*8회      6720  🔻 소계 중복 제외
934    본예산             효율적인 인사행정 운영 및 지원            사무관리비                   ο시험장 준비수당                         50,000원*3명*8회      1200  🔻 소계 중복 제외
935    본예산             효율적인 인사행정 운영 및 지원            사무관리비  Ο신규채용공무원 인적성검사 등(공무직 등 포함)                          22,000원*530명     11660     ✅ 정산 포함
936    본예산             효율적인 인사행정 운영 및 지원            사무관리비              Ο공무직근로자 등 채용시험                                     -     34200     ✅ 정산 포함
937    본예산             효율적인 인사행정 운영 및 지원            사무관리비         ο필기시험 문제출제 및 체력검정 등                         4,000,000원*6회     24000  🔻 소계 중복 제외
938    본예산             효율적인 인사행정 운영 및 지원            사무관리비       ο시험장 운영비(책상임차 및 방역 등)                         1,850,000원*4회      7400  🔻 소계 중복 제외
939    본예산             효율적인 인사행정 운영 및 지원            사무관리비             ο임용후보자 신체검사비 지급                           35,000원*80명      2800  🔻 소계 중복 제외
940    본예산             효율적인 인사행정 운영 및 지원            사무관리비                Ο임용장(표창장) 제작                            4,800,000원      4800     ✅ 정산 포함
941    본예산             효율적인 인사행정 운영 및 지원            사무관리비             Ο면접시험 및 위원회 진행비                            3,000,000원      3000     ✅ 정산 포함
942    본예산             효율적인 인사행정 운영 및 지원            사무관리비                   Ο기구조직표 제작                         2,200,000원*6회     13200     ✅ 정산 포함
943    본예산             효율적인 인사행정 운영 및 지원            사무관리비             Ο재직기념패 및 기념품 제작                           20,100,000원     20100     ✅ 정산 포함
944    본예산             효율적인 인사행정 운영 및 지원            사무관리비               Ο인사관리시스템 유지관리                            6,300,000원      6300     ✅ 정산 포함
945    본예산             효율적인 인사행정 운영 및 지원            사무관리비              Ο인사출력프로그램 유지관리                            4,200,000원      4200     ✅ 정산 포함
946   추경1회             효율적인 인사행정 운영 및 지원            사무관리비  Ο신규채용공무원 인적성검사 등(공무직 등 포함)                          22,000원*691명     15202     ✅ 정산 포함
947    본예산             효율적인 인사행정 운영 및 지원        시책추진업무추진비              Ο합리적 인사운영 업무추진                            5,400,000원      5400     ✅ 정산 포함
948    본예산             효율적인 인사행정 운영 및 지원              포상금                   Ο모범공무원 포상                        50,000원*8명*11월      4400     ✅ 정산 포함
949    본예산             효율적인 인사행정 운영 및 지원              포상금               Ο연말 유공공무원 시상품                          50,000원*165명      8250     ✅ 정산 포함
950    본예산             효율적인 인사행정 운영 및 지원              포상금               Ο용인시 공무원대상 포상                           500,000원*3명      1500     ✅ 정산 포함
951    본예산             효율적인 인사행정 운영 및 지원  공기관등에대한경상적위탁사업비            Ο차세대 인사랑시스템 유지관리                          117,868,000원    117868     ✅ 정산 포함
952    본예산             효율적인 인사행정 운영 및 지원   공무원연금관리공단경상전출금              Ο공무원 대여학자금 부담금                            1,400,000원      1400     ✅ 정산 포함
953    본예산                       위탁교육 지원            사무관리비                Ο공무원 국내 위탁교육                       381,250원*2,295명    874969     ✅ 정산 포함
954    본예산                       위탁교육 지원            사무관리비          Ο공무원 국내 대학(원) 위탁교육                        15,000,000원*2회     30000     ✅ 정산 포함
955    본예산                       위탁교육 지원            사무관리비           Ο경기도인재개발원 이러닝 사용료                           81,487,000원     81487     ✅ 정산 포함
956    본예산                       위탁교육 지원            국제화여비             Ο공무원 위탁교육 국외 연수                          180,000,000원    180000  🔄 경정 대체 제외
957   추경1회                       위탁교육 지원            국제화여비             Ο공무원 위탁교육 국외 연수                       경정 192,500,000원    192500     ✅ 정산 포함
958    본예산                       위탁교육 지원         공무원 교육여비             Ο공무원 국내 위탁교육 참석                       298,000원*1,650명    491700     ✅ 정산 포함
959    본예산                       직장교육 운영            사무관리비                       Ο직장교육                       100,000원*2,900명    290000  🔄 경정 대체 제외
960   추경1회                       직장교육 운영            사무관리비                       Ο직장교육                       경정 300,000,000원    300000     ✅ 정산 포함
961    본예산                     체계적인 성과관리            사무관리비               Ο성과평가위원회 참석수당                        100,000원*6명*2회      1200     ✅ 정산 포함
962    본예산                     체계적인 성과관리            사무관리비               Ο성과관리 교육 강사수당                           500,000원*4회      2000     ✅ 정산 포함
963    본예산                     체계적인 성과관리            사무관리비        Ο시군종합평가 담당자 교육 및 컨설팅                            4,000,000원      4000     ✅ 정산 포함
964    본예산                     체계적인 성과관리            사무관리비               Ο성과관리시스템 유지관리                           20,000,000원     20000     ✅ 정산 포함
965    본예산                     체계적인 성과관리        시책추진업무추진비             Ο주요업무 성과관리 업무추진                            1,440,000원      1440     ✅ 정산 포함
966    본예산                     체계적인 성과관리              포상금             Ο성과관리(평가) 우수 부서                           42,000,000원     42000     ✅ 정산 포함
967    본예산                     체계적인 성과관리              포상금       Ο시군종합평가 우수지표 담당자 및 부서                           20,000,000원     20000     ✅ 정산 포함
968    본예산                     인력운영비(총괄)               보수                      Ο성과상여금                                     -   6654027     ✅ 정산 포함
969    본예산                     인력운영비(총괄)               보수                         ο6급           4,090,900원*433명*0.9*130.25%   2076477  🔻 소계 중복 제외
970    본예산                     인력운영비(총괄)               보수                         ο7급           3,478,200원*594명*0.9*130.25%   2421929  🔻 소계 중복 제외
971    본예산                     인력운영비(총괄)               보수                         ο8급           2,889,200원*400명*0.9*130.25%   1354746  🔻 소계 중복 제외
972    본예산                     인력운영비(총괄)               보수                         ο9급           2,456,700원*171명*0.9*130.25%    492458  🔻 소계 중복 제외
973    본예산                     인력운영비(총괄)               보수                      ο전문경력관             3,866,000원*3명*0.9*130.25%     13596  🔻 소계 중복 제외
974    본예산                     인력운영비(총괄)               보수                        ο연구사             3,784,900원*7명*0.9*130.25%     31058  🔻 소계 중복 제외
975    본예산                     인력운영비(총괄)               보수                        ο지도사            3,541,200원*35명*0.9*130.25%    145292  🔻 소계 중복 제외
976    본예산                     인력운영비(총괄)               보수                   ο청원경찰(경위)             4,032,600원*7명*0.9*130.25%     33091  🔻 소계 중복 제외
977    본예산                     인력운영비(총괄)               보수                   ο청원경찰(경사)            3,616,600원*10명*0.9*130.25%     42396  🔻 소계 중복 제외
978    본예산                     인력운영비(총괄)               보수                   ο청원경찰(경장)             2,994,700원*1명*0.9*130.25%      3511  🔻 소계 중복 제외
979    본예산                     인력운영비(총괄)               보수                   ο청원경찰(순경)            2,590,200원*13명*0.9*130.25%     39473  🔻 소계 중복 제외
980    본예산                     인력운영비(총괄)               보수                 Ο공무원 명예퇴직수당                        1,200,000,000원   1200000     ✅ 정산 포함
981    본예산                     인력운영비(총괄)            기타직보수                   Ο4대보험 부담금                                     -   1272892     ✅ 정산 포함
982    본예산                     인력운영비(총괄)            기타직보수                       ο건강보험        21,186,222,120원*3.595%*112.95%    860278  🔻 소계 중복 제외
983    본예산                     인력운영비(총괄)            기타직보수                   ο건강보험연말정산                           51,519,000원     51519  🔻 소계 중복 제외
984    본예산                     인력운영비(총괄)            기타직보수                       ο국민연금                    934,311,000원*4.75%     44380  🔻 소계 중복 제외
