회계연도,예산구분,분야명,부문명,위원회명,정책사업명,단위사업명,회계코드,회계명,세부사업명,자체보조구분명,부서명,편성목,편성목명,통계목,통계목명,의무/재량구분,산출근거명,산출근거식,예산액,기정액,비교증감,국고보조금,Unnamed: 23,Unnamed: 24,균특보조금,Unnamed: 26,Unnamed: 27,기금보조금,Unnamed: 29,Unnamed: 30,특별교부세,Unnamed: 32,Unnamed: 33,분권교부세,Unnamed: 35,Unnamed: 36,광역보조금,Unnamed: 38,Unnamed: 39,재정보전금,Unnamed: 41,Unnamed: 42,특별조정교부금,Unnamed: 44,Unnamed: 45,자체재원,Unnamed: 47,Unnamed: 48,지방채,Unnamed: 50,Unnamed: 51,기타,Unnamed: 53,Unnamed: 54,예산액_num,기정액_num,비교증감_num,국고보조금_num,균특보조금_num,기금보조금_num,특별교부세_num,광역보조금_num,특별조정교부금_num,자체재원_num,예산액_원,예산액_억원,기정액_억원,비교증감_억원
2025,본예산,일반공공행정,일반행정,자치행정위원회,시민소통강화,시민소통활성화 및 조정 추진,100.0,일반회계,민관협치 기반조성 추진,자체,시민소통관,201.0,일반운영비,201-03,행사운영비,재량,ο협치(소통) 강연,"8,000,000원","8,000",0,"8,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,000",0,"8,000",0,0,0,0,0,0,8000,0,8000,0,0,0,0,0,0,8000,8000000.0,0.08,0.0,0.08
2025,본예산,일반공공행정,일반행정,자치행정위원회,시민소통강화,시민소통활성화 및 조정 추진,100.0,일반회계,민관협치 기반조성 추진,자체,시민소통관,201.0,일반운영비,201-03,행사운영비,재량,ο찾아가는 협치교육,"5,000,000원","5,000",0,"5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000",0,"5,000",0,0,0,0,0,0,5000,0,5000,0,0,0,0,0,0,5000,5000000.0,0.05,0.0,0.05
2025,본예산,일반공공행정,일반행정,자치행정위원회,시민소통강화,시민소통활성화 및 조정 추진,100.0,일반회계,민관협치 기반조성 추진,자체,시민소통관,201.0,일반운영비,201-03,행사운영비,재량,Ο협치 소통의 장,"14,000,000원","14,000",0,"14,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,000",0,"14,000",0,0,0,0,0,0,14000,0,14000,0,0,0,0,0,0,14000,14000000.0,0.14,0.0,0.14
2025,본예산,일반공공행정,일반행정,자치행정위원회,시민소통강화,시민소통활성화 및 조정 추진,100.0,일반회계,민관협치 기반조성 추진,자체,시민소통관,201.0,일반운영비,201-03,행사운영비,재량,Ο협치 포럼,"5,000,000원","5,000",0,"5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000",0,"5,000",0,0,0,0,0,0,5000,0,5000,0,0,0,0,0,0,5000,5000000.0,0.05,0.0,0.05
2025,본예산,일반공공행정,일반행정,자치행정위원회,시민소통강화,시민소통활성화 및 조정 추진,100.0,일반회계,민관협치 기반조성 추진,자체,시민소통관,201.0,일반운영비,201-03,행사운영비,재량,Ο마을실험실 운영,"18,000,000원","18,000",0,"18,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,000",0,"18,000",0,0,0,0,0,0,18000,0,18000,0,0,0,0,0,0,18000,18000000.0,0.18,0.0,0.18
2025,본예산,일반공공행정,일반행정,자치행정위원회,시민소통강화,시민소통활성화 및 조정 추진,100.0,일반회계,민관협치 기반조성 추진,자체,시민소통관,202.0,여비,202-01,국내여비,재량,Ο협치의견수렴 및 협치의제 발굴,"10,000원*2명*4일*12월",960,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,960,0,0,0,0,0,0,960,0,960,0,0,0,0,0,0,960,960000.0,0.0096,0.0,0.0096
2025,본예산,일반공공행정,일반행정,자치행정위원회,시민소통강화,시민소통활성화 및 조정 추진,100.0,일반회계,민관협치 기반조성 추진,자체,시민소통관,301.0,일반보전금,301-11,행사실비지원금,재량,Ο행사운영 급식비,"9,000원*170명","1,530",0,"1,530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,530",0,"1,530",0,0,0,0,0,0,1530,0,1530,0,0,0,0,0,0,1530,1530000.0,0.0153,0.0,0.0153
2025,본예산,기타,기타,자치행정위원회,행정운영경비(시민소통관),기본경비(시민소통관),100.0,일반회계,기본경비(시민소통관),자체,시민소통관,201.0,일반운영비,201-01,사무관리비,법정의무,Ο일반수용비,"60,000원*9명*12월","6,480",0,"6,480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,480",0,"6,480",0,0,0,0,0,0,6480,0,6480,0,0,0,0,0,0,6480,6480000.0,0.0648,0.0,0.0648
2025,본예산,기타,기타,자치행정위원회,행정운영경비(시민소통관),기본경비(시민소통관),100.0,일반회계,기본경비(시민소통관),자체,시민소통관,201.0,일반운영비,201-01,사무관리비,법정의무,Ο급식비,"9,000원*9명*6일*12월","5,832",0,"5,832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,832",0,"5,832",0,0,0,0,0,0,5832,0,5832,0,0,0,0,0,0,5832,5832000.0,0.05832,0.0,0.05832
2025,본예산,기타,기타,자치행정위원회,행정운영경비(시민소통관),기본경비(시민소통관),100.0,일반회계,기본경비(시민소통관),자체,시민소통관,201.0,일반운영비,201-01,사무관리비,-,Ο행정장비 운영,-,"7,800",0,"7,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,800",0,"7,800",0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,7800,7800000.0,0.078,0.0,0.078
2025,본예산,기타,기타,자치행정위원회,행정운영경비(시민소통관),기본경비(시민소통관),100.0,일반회계,기본경비(시민소통관),자체,시민소통관,201.0,일반운영비,201-01,사무관리비,법정의무,ο소모품,"300,000원*4대*4회","4,800",0,"4,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,800",0,"4,800",0,0,0,0,0,0,4800,0,4800,0,0,0,0,0,0,4800,4800000.0,0.048,0.0,0.048
2025,본예산,기타,기타,자치행정위원회,행정운영경비(시민소통관),기본경비(시민소통관),100.0,일반회계,기본경비(시민소통관),자체,시민소통관,201.0,일반운영비,201-01,사무관리비,법정의무,ο장비유지,"3,000,000원","3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000",0,"3,000",0,0,0,0,0,0,3000,0,3000,0,0,0,0,0,0,3000,3000000.0,0.03,0.0,0.03
2025,본예산,기타,기타,자치행정위원회,행정운영경비(시민소통관),기본경비(시민소통관),100.0,일반회계,기본경비(시민소통관),자체,시민소통관,201.0,일반운영비,201-01,사무관리비,법정의무,Ο홍보물 및 일간지 구독료,"90,000원*12월","1,080",0,"1,080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,080",0,"1,080",0,0,0,0,0,0,1080,0,1080,0,0,0,0,0,0,1080,1080000.0,0.0108,0.0,0.0108
2025,본예산,기타,기타,자치행정위원회,행정운영경비(시민소통관),기본경비(시민소통관),100.0,일반회계,기본경비(시민소통관),자체,시민소통관,202.0,여비,202-01,국내여비,법정의무,Ο기본업무추진,"10,000원*9명*5일*12월","5,400",0,"5,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,400",0,"5,400",0,0,0,0,0,0,5400,0,5400,0,0,0,0,0,0,5400,5400000.0,0.054,0.0,0.054
2025,본예산,기타,기타,자치행정위원회,행정운영경비(시민소통관),기본경비(시민소통관),100.0,일반회계,기본경비(시민소통관),자체,시민소통관,203.0,업무추진비,203-04,부서운영업무추진비,법정의무,Ο15인 이하,"250,000원*12월","3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000",0,"3,000",0,0,0,0,0,0,3000,0,3000,0,0,0,0,0,0,3000,3000000.0,0.03,0.0,0.03
2025,본예산,기타,기타,자치행정위원회,행정운영경비(시민소통관),기본경비(시민소통관),100.0,일반회계,기본경비(시민소통관),자체,시민소통관,204.0,직무수행경비,204-01,직책급업무수행경비,법정의무,Ο5급,"100,000원*1명*12월","1,200",0,"1,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,200",0,"1,200",0,0,0,0,0,0,1200,0,1200,0,0,0,0,0,0,1200,1200000.0,0.012,0.0,0.012
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,자체감사 실시,자체,감사관,201.0,일반운영비,201-01,사무관리비,재량,Ο감사 모범공무원 연찬 차량임차료,"500,000원*3일","1,500",0,"1,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,500",0,"1,500",0,0,0,0,0,0,1500,0,1500,0,0,0,0,0,0,1500,1500000.0,0.015,0.0,0.015
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,자체감사 실시,자체,감사관,202.0,여비,202-01,국내여비,재량,Ο감사 모범공무원 국내 연찬,"400,000원*12명","4,800",0,"4,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,800",0,"4,800",0,0,0,0,0,0,4800,0,4800,0,0,0,0,0,0,4800,4800000.0,0.048,0.0,0.048
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,자체감사 실시,자체,감사관,203.0,업무추진비,203-03,시책추진업무추진비,법정의무,Ο감사활동수행 업무추진,"5,580,000원","5,580",0,"5,580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,580",0,"5,580",0,0,0,0,0,0,5580,0,5580,0,0,0,0,0,0,5580,5580000.0,0.0558,0.0,0.0558
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,자체감사 실시,자체,감사관,204.0,직무수행경비,204-02,특정업무경비,법정의무,Ο감사담당,"80,000원*31명*12월","29,760",0,"29,760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29,760",0,"29,760",0,0,0,0,0,0,29760,0,29760,0,0,0,0,0,0,29760,29760000.0,0.2976,0.0,0.2976
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,자체감사 실시,자체,감사관,301.0,일반보전금,301-14,기타보상금,재량,Ο청렴시민감사관 참여수당,"100,000원*5명*20회","10,000",0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,000",0,"10,000",0,0,0,0,0,0,10000,0,10000,0,0,0,0,0,0,10000,10000000.0,0.1,0.0,0.1
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,공직자 재산등록,자체,감사관,201.0,일반운영비,201-01,사무관리비,재량,Ο공직자윤리위원회 참여수당,"100,000원*5명*4회","2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000",0,"2,000",0,0,0,0,0,0,2000,0,2000,0,0,0,0,0,0,2000,2000000.0,0.02,0.0,0.02
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,공직자 재산등록,자체,감사관,201.0,일반운영비,201-01,사무관리비,-,Ο공직자재산등록 금융거래 수수료 및 통신비,-,600,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,600,0,0,0,0,0,0,600,0,600,0,0,0,0,0,0,600,600000.0,0.006,0.0,0.006
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,공직자 재산등록,자체,감사관,201.0,일반운영비,201-01,사무관리비,재량,ο공직자재산등록 금융거래 수수료,"2,000원*270명",540,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,540,0,0,0,0,0,0,540,0,540,0,0,0,0,0,0,540,540000.0,0.0054,0.0,0.0054
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,공직자 재산등록,자체,감사관,201.0,일반운영비,201-01,사무관리비,재량,ο공직자재산등록 통신비,"30원*2,000명",60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,60,60000.0,0.0006,0.0,0.0006
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,공직자 재산등록,자체,감사관,201.0,일반운영비,201-01,사무관리비,재량,Ο연차보고서 및 홍보물 제작,"2,000,000원","2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000",0,"2,000",0,0,0,0,0,0,2000,0,2000,0,0,0,0,0,0,2000,2000000.0,0.02,0.0,0.02
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,효율적인 계약심사 추진,자체,감사관,201.0,일반운영비,201-01,사무관리비,재량,Ο물가정보지 등 구입,"396,000원*4종","1,584",0,"1,584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,584",0,"1,584",0,0,0,0,0,0,1584,0,1584,0,0,0,0,0,0,1584,1584000.0,0.01584,0.0,0.01584
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,효율적인 계약심사 추진,자체,감사관,201.0,일반운영비,201-01,사무관리비,재량,Ο표준품셈 구입,"73,000원*4종",292,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,292,0,0,0,0,0,0,292,0,292,0,0,0,0,0,0,292,292000.0,0.00292,0.0,0.00292
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,내부통제기능 강화,자체,감사관,201.0,일반운영비,201-01,사무관리비,재량,Ο헬프라인(Help-Line) 시스템 유지보수,"1,100,000원*4분기","4,400",0,"4,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,400",0,"4,400",0,0,0,0,0,0,4400,0,4400,0,0,0,0,0,0,4400,4400000.0,0.044,0.0,0.044
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,내부통제기능 강화,자체,감사관,308.0,자치단체등이전,308-13,공기관등에대한경상적위탁사업비,재량,Ο청백-e시스템 유지관리,"16,400,000원","16,400",0,"16,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,400",0,"16,400",0,0,0,0,0,0,16400,0,16400,0,0,0,0,0,0,16400,16400000.0,0.164,0.0,0.164
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,시민고충처리위원회 지원,자체,감사관,201.0,일반운영비,201-01,사무관리비,법정의무,Ο시민고충처리위원회 회의 참석수당,"100,000원*7명*4회","2,800",0,"2,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,800",0,"2,800",0,0,0,0,0,0,2800,0,2800,0,0,0,0,0,0,2800,2800000.0,0.028,0.0,0.028
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,시민고충처리위원회 지원,자체,감사관,201.0,일반운영비,201-01,사무관리비,법정의무,Ο시민고충처리위원회 안건 심사수당,"70,000원*7명*3회","1,470",0,"1,470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,470",0,"1,470",0,0,0,0,0,0,1470,0,1470,0,0,0,0,0,0,1470,1470000.0,0.0147,0.0,0.0147
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,시민고충처리위원회 지원,자체,감사관,201.0,일반운영비,201-01,사무관리비,재량,Ο운영상황 보고서 및 홍보물 제작,"1,000,000원","1,000",0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000",0,"1,000",0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,1000,1000000.0,0.01,0.0,0.01
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,시민고충처리위원회 지원,자체,감사관,301.0,일반보전금,301-11,행사실비지원금,재량,Ο시민고충처리위원회 행사 등 참석,"144,000원*5명",720,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,720,0,0,0,0,0,0,720,0,720,0,0,0,0,0,0,720,720000.0,0.0072,0.0,0.0072
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,청렴시책추진,자체,감사관,201.0,일반운영비,201-01,사무관리비,재량,Ο청렴교육 강사수당 등,"4,400,000원","4,400",0,"4,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,400",0,"4,400",0,0,0,0,0,0,4400,0,4400,0,0,0,0,0,0,4400,4400000.0,0.044,0.0,0.044
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,청렴시책추진,자체,감사관,301.0,일반보전금,301-14,기타보상금,재량,Ο부조리 신고 보상금,"5,000,000원","5,000",0,"5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000",0,"5,000",0,0,0,0,0,0,5000,0,5000,0,0,0,0,0,0,5000,5000000.0,0.05,0.0,0.05
2025,본예산,일반공공행정,일반행정,자치행정위원회,깨끗한 공직풍토 조성,감사활동수행,100.0,일반회계,청렴시책추진,자체,감사관,303.0,포상금,303-01,포상금,재량,Ο청렴성실 부서 및 공무원,"7,600,000원","7,600",0,"7,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,600",0,"7,600",0,0,0,0,0,0,7600,0,7600,0,0,0,0,0,0,7600,7600000.0,0.076,0.0,0.076
2025,본예산,기타,기타,자치행정위원회,행정운영경비(감사관),기본경비(감사관),100.0,일반회계,기본경비(감사관),자체,감사관,201.0,일반운영비,201-01,사무관리비,법정의무,Ο일반수용비,"60,000원*31명*12월","22,320",0,"22,320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22,320",0,"22,320",0,0,0,0,0,0,22320,0,22320,0,0,0,0,0,0,22320,22320000.0,0.2232,0.0,0.2232
2025,본예산,기타,기타,자치행정위원회,행정운영경비(감사관),기본경비(감사관),100.0,일반회계,기본경비(감사관),자체,감사관,201.0,일반운영비,201-01,사무관리비,법정의무,Ο급식비,"9,000원*31명*3일*12월","10,044",0,"10,044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,044",0,"10,044",0,0,0,0,0,0,10044,0,10044,0,0,0,0,0,0,10044,10044000.0,0.10044,0.0,0.10044
2025,본예산,기타,기타,자치행정위원회,행정운영경비(감사관),기본경비(감사관),100.0,일반회계,기본경비(감사관),자체,감사관,201.0,일반운영비,201-01,사무관리비,-,Ο행정장비 운영,-,"11,400",0,"11,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,400",0,"11,400",0,0,0,0,0,0,11400,0,11400,0,0,0,0,0,0,11400,11400000.0,0.114,0.0,0.114
2025,본예산,기타,기타,자치행정위원회,행정운영경비(감사관),기본경비(감사관),100.0,일반회계,기본경비(감사관),자체,감사관,201.0,일반운영비,201-01,사무관리비,법정의무,ο소모품,"300,000원*7대*4회","8,400",0,"8,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,400",0,"8,400",0,0,0,0,0,0,8400,0,8400,0,0,0,0,0,0,8400,8400000.0,0.084,0.0,0.084
2025,본예산,기타,기타,자치행정위원회,행정운영경비(감사관),기본경비(감사관),100.0,일반회계,기본경비(감사관),자체,감사관,201.0,일반운영비,201-01,사무관리비,법정의무,ο장비유지,"3,000,000원","3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000",0,"3,000",0,0,0,0,0,0,3000,0,3000,0,0,0,0,0,0,3000,3000000.0,0.03,0.0,0.03
