회계연도,예산구분,분야명,부문명,위원회명,정책사업명,단위사업명,회계코드,회계명,세부사업명,자체보조구분명,부서명,편성목,편성목명,통계목,통계목명,의무/재량구분,산출근거명,산출근거식,예산액,기정액,비교증감,국고보조금,Unnamed: 23,Unnamed: 24,균특보조금,Unnamed: 26,Unnamed: 27,기금보조금,Unnamed: 29,Unnamed: 30,특별교부세,Unnamed: 32,Unnamed: 33,분권교부세,Unnamed: 35,Unnamed: 36,광역보조금,Unnamed: 38,Unnamed: 39,재정보전금,Unnamed: 41,Unnamed: 42,특별조정교부금,Unnamed: 44,Unnamed: 45,자체재원,Unnamed: 47,Unnamed: 48,지방채,Unnamed: 50,Unnamed: 51,기타,Unnamed: 53,Unnamed: 54,예산액_num,기정액_num,비교증감_num,국고보조금_num,균특보조금_num,기금보조금_num,특별교부세_num,광역보조금_num,특별조정교부금_num,자체재원_num,예산액_원,예산액_억원,기정액_억원,비교증감_억원
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 문화교육,100.0,일반회계,반려동물문화축제 전기공사,자체,동물보호과,401.0,시설비및부대비,401-04,행사관련시설비,재량,Ο반려동물 문화축제 전기공사,"3,000,000원","3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000",0,"3,000",0,0,0,0,0,0,3000,0,3000,0,0,0,0,0,0,3000,3000000.0,0.03,0.0,0.03
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 복지 향상,100.0,일반회계,반려동물 시설 운영관리,자체,동물보호과,101.0,인건비,101-04,기간제근로자등보수,-,Ο반려동물 놀이터 시설관리원,-,"230,011",0,"230,011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"230,011",0,"230,011",0,0,0,0,0,0,230011,0,230011,0,0,0,0,0,0,230011,230011000.0,2.30011,0.0,2.30011
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 복지 향상,100.0,일반회계,반려동물 시설 운영관리,자체,동물보호과,101.0,인건비,101-04,기간제근로자등보수,재량,ο기본급,"95,440원*6명*248일","142,015",0,"142,015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"142,015",0,"142,015",0,0,0,0,0,0,142015,0,142015,0,0,0,0,0,0,142015,142015000.0,1.42015,0.0,1.42015
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 복지 향상,100.0,일반회계,반려동물 시설 운영관리,자체,동물보호과,101.0,인건비,101-04,기간제근로자등보수,재량,ο유급휴일수당,"95,440원*6명*65일","37,222",0,"37,222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37,222",0,"37,222",0,0,0,0,0,0,37222,0,37222,0,0,0,0,0,0,37222,37222000.0,0.37222,0.0,0.37222
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 복지 향상,100.0,일반회계,반려동물 시설 운영관리,자체,동물보호과,101.0,인건비,101-04,기간제근로자등보수,재량,ο휴일근무수당,"238,600원*6명*14일","20,043",0,"20,043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,043",0,"20,043",0,0,0,0,0,0,20043,0,20043,0,0,0,0,0,0,20043,20043000.0,0.20043,0.0,0.20043
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 복지 향상,100.0,일반회계,반려동물 시설 운영관리,자체,동물보호과,101.0,인건비,101-04,기간제근로자등보수,재량,ο연장근로수당,"71,580원*6명*12일","5,154",0,"5,154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,154",0,"5,154",0,0,0,0,0,0,5154,0,5154,0,0,0,0,0,0,5154,5154000.0,0.05154,0.0,0.05154
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 복지 향상,100.0,일반회계,반려동물 시설 운영관리,자체,동물보호과,101.0,인건비,101-04,기간제근로자등보수,재량,ο연차유급휴가수당,"95,440원*6명*11일","6,300",0,"6,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,300",0,"6,300",0,0,0,0,0,0,6300,0,6300,0,0,0,0,0,0,6300,6300000.0,0.063,0.0,0.063
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 복지 향상,100.0,일반회계,반려동물 시설 운영관리,자체,동물보호과,101.0,인건비,101-04,기간제근로자등보수,재량,ο명절수당,"200,000원*6명*2일","2,400",0,"2,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,400",0,"2,400",0,0,0,0,0,0,2400,0,2400,0,0,0,0,0,0,2400,2400000.0,0.024,0.0,0.024
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 복지 향상,100.0,일반회계,반려동물 시설 운영관리,자체,동물보호과,101.0,인건비,101-04,기간제근로자등보수,재량,ο건강보험,"220,575,840원*3.595%*112.95%","8,957",0,"8,957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,957",0,"8,957",0,0,0,0,0,0,8957,0,8957,0,0,0,0,0,0,8957,8957000.0,0.08957,0.0,0.08957
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 복지 향상,100.0,일반회계,반려동물 시설 운영관리,자체,동물보호과,101.0,인건비,101-04,기간제근로자등보수,재량,ο고용보험,"220,575,840원*1.75%","3,861",0,"3,861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,861",0,"3,861",0,0,0,0,0,0,3861,0,3861,0,0,0,0,0,0,3861,3861000.0,0.03861,0.0,0.03861
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 복지 향상,100.0,일반회계,반려동물 시설 운영관리,자체,동물보호과,101.0,인건비,101-04,기간제근로자등보수,재량,ο산재보험,"220,575,840원*0.888%","1,959",0,"1,959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,959",0,"1,959",0,0,0,0,0,0,1959,0,1959,0,0,0,0,0,0,1959,1959000.0,0.01959,0.0,0.01959
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 복지 향상,100.0,일반회계,반려동물 시설 운영관리,자체,동물보호과,101.0,인건비,101-04,기간제근로자등보수,재량,ο피복비,"150,000원*6명",900,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,900,0,0,0,0,0,0,900,0,900,0,0,0,0,0,0,900,900000.0,0.009,0.0,0.009
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 복지 향상,100.0,일반회계,반려동물 시설 운영관리,자체,동물보호과,101.0,인건비,101-04,기간제근로자등보수,재량,ο안전보호구 구입비,"200,000원*6명","1,200",0,"1,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,200",0,"1,200",0,0,0,0,0,0,1200,0,1200,0,0,0,0,0,0,1200,1200000.0,0.012,0.0,0.012
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 복지 향상,100.0,일반회계,반려동물 시설 운영관리,자체,동물보호과,201.0,일반운영비,201-01,사무관리비,재량,Ο시설관리 소모품,"300,000원*12개월","3,600",0,"3,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,600",0,"3,600",0,0,0,0,0,0,3600,0,3600,0,0,0,0,0,0,3600,3600000.0,0.036,0.0,0.036
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 복지 향상,100.0,일반회계,반려동물 시설 운영관리,자체,동물보호과,201.0,일반운영비,201-01,사무관리비,재량,Ο시설관리원 안전교육비,"15,000원*6명*4회",360,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,360,0,0,0,0,0,0,360,0,360,0,0,0,0,0,0,360,360000.0,0.0036,0.0,0.0036
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 복지 향상,100.0,일반회계,반려동물 시설 운영관리,자체,동물보호과,401.0,시설비및부대비,401-01,시설비,-,Ο반려동물 놀이터 조성,-,"88,000",0,"88,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"88,000",0,"88,000",0,0,0,0,0,0,88000,0,88000,0,0,0,0,0,0,88000,88000000.0,0.88,0.0,0.88
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 복지 향상,100.0,일반회계,반려동물 시설 운영관리,자체,동물보호과,401.0,시설비및부대비,401-01,시설비,재량,ο반려동물 놀이터 유지보수,"17,500,000원*4개소","70,000",0,"70,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70,000",0,"70,000",0,0,0,0,0,0,70000,0,70000,0,0,0,0,0,0,70000,70000000.0,0.7,0.0,0.7
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 복지 향상,100.0,일반회계,반려동물 시설 운영관리,자체,동물보호과,401.0,시설비및부대비,401-01,시설비,재량,ο반려동물 놀이터 제초,"4,500,000원*4개소","18,000",0,"18,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,000",0,"18,000",0,0,0,0,0,0,18000,0,18000,0,0,0,0,0,0,18000,18000000.0,0.18,0.0,0.18
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 복지 향상,100.0,일반회계,동물등록제 비용 지원,보조,동물보호과,301.0,일반보전금,301-14,기타보상금,보조의무,Ο동물등록제 비용 지원,"15,200,000원","15,200",0,"15,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,560",0,"4,560",0,0,0,0,0,0,"10,640",0,"10,640",0,0,0,0,0,0,15200,0,15200,0,0,0,0,4560,0,10640,15200000.0,0.152,0.0,0.152
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,반려동물 복지 향상,100.0,일반회계,반려동물 놀이터  조성 지원(도비),자체,동물보호과,401.0,시설비및부대비,401-01,시설비,보조의무,Ο반려동물 놀이터 조성 지원,"120,000,000원","120,000",0,"120,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"36,000",0,"36,000",0,0,0,0,0,0,"84,000",0,"84,000",0,0,0,0,0,0,120000,0,120000,0,0,0,0,36000,0,84000,120000000.0,1.2,0.0,1.2
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,동물보호센터 운영,자체,동물보호과,101.0,인건비,101-04,기간제근로자등보수,재량,Ο피복비,"150,000원*7명*2회","2,100",0,"2,100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,100",0,"2,100",0,0,0,0,0,0,2100,0,2100,0,0,0,0,0,0,2100,2100000.0,0.021,0.0,0.021
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,동물보호센터 운영,자체,동물보호과,101.0,인건비,101-04,기간제근로자등보수,재량,Ο안전보호구 구입,"200,000원*7명","1,400",0,"1,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,400",0,"1,400",0,0,0,0,0,0,1400,0,1400,0,0,0,0,0,0,1400,1400000.0,0.014,0.0,0.014
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,동물보호센터 운영,자체,동물보호과,201.0,일반운영비,201-01,사무관리비,재량,Ο동물보호센터 입양활성화 홍보 등,"20,000,000원","20,000",0,"20,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,000",0,"20,000",0,0,0,0,0,0,20000,0,20000,0,0,0,0,0,0,20000,20000000.0,0.2,0.0,0.2
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,동물보호센터 운영,자체,동물보호과,201.0,일반운영비,201-01,사무관리비,재량,Ο사양관리 등 소모품 구입,"4,000,000원*12월","48,000",0,"48,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"48,000",0,"48,000",0,0,0,0,0,0,48000,0,48000,0,0,0,0,0,0,48000,48000000.0,0.48,0.0,0.48
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,동물보호센터 운영,자체,동물보호과,201.0,일반운영비,201-01,사무관리비,재량,Ο동물보호센터 근무자 예방접종비,"200,000원*21명","4,200",0,"4,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,200",0,"4,200",0,0,0,0,0,0,4200,0,4200,0,0,0,0,0,0,4200,4200000.0,0.042,0.0,0.042
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,동물보호센터 운영,자체,동물보호과,201.0,일반운영비,201-01,사무관리비,재량,Ο동물병원 근무자 피복비,"150,000원*2명*2회",600,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,600,0,0,0,0,0,0,600,0,600,0,0,0,0,0,0,600,600000.0,0.006,0.0,0.006
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,동물보호센터 운영,자체,동물보호과,201.0,일반운영비,201-01,사무관리비,재량,Ο동물병원 근무자 안전보호구 구입,"200,000원*2명",400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,400,0,0,0,0,0,0,400,0,400,0,0,0,0,0,0,400,400000.0,0.004,0.0,0.004
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,동물보호센터 운영,자체,동물보호과,201.0,일반운영비,201-01,사무관리비,재량,Ο사양관리원 피복비,"150,000원*13명*2회","3,900",0,"3,900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,900",0,"3,900",0,0,0,0,0,0,3900,0,3900,0,0,0,0,0,0,3900,3900000.0,0.039,0.0,0.039
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,동물보호센터 운영,자체,동물보호과,201.0,일반운영비,201-01,사무관리비,재량,Ο사양관리원 안전보호구 구입,"200,000원*13명","2,600",0,"2,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,600",0,"2,600",0,0,0,0,0,0,2600,0,2600,0,0,0,0,0,0,2600,2600000.0,0.026,0.0,0.026
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,동물보호센터 운영,자체,동물보호과,201.0,일반운영비,201-01,사무관리비,재량,Ο의료기기 등 장비유지,"3,500,000원","3,500",0,"3,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,500",0,"3,500",0,0,0,0,0,0,3500,0,3500,0,0,0,0,0,0,3500,3500000.0,0.035,0.0,0.035
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,동물보호센터 운영,자체,동물보호과,203.0,업무추진비,203-03,시책추진업무추진비,법정의무,"Ο동물보호 및 복지, 반려동물 문화조성 등 업무추진","4,700,000원","4,700",0,"4,700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,700",0,"4,700",0,0,0,0,0,0,4700,0,4700,0,0,0,0,0,0,4700,4700000.0,0.047,0.0,0.047
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,동물보호센터 운영,자체,동물보호과,206.0,재료비,206-01,재료비,재량,Ο동물약품 등 의료소모품,"40,000,000원","40,000",0,"40,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,000",0,"40,000",0,0,0,0,0,0,40000,0,40000,0,0,0,0,0,0,40000,40000000.0,0.4,0.0,0.4
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,동물보호센터 운영,자체,동물보호과,206.0,재료비,206-01,재료비,재량,Ο동물용 사료,"6,000,000원*12월","72,000",0,"72,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"72,000",0,"72,000",0,0,0,0,0,0,72000,0,72000,0,0,0,0,0,0,72000,72000000.0,0.72,0.0,0.72
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,동물보호센터 운영,자체,동물보호과,405.0,자산취득비,405-01,자산및물품취득비,재량,Ο의료장비,"3,300,000원*1대","3,300",0,"3,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,300",0,"3,300",0,0,0,0,0,0,3300,0,3300,0,0,0,0,0,0,3300,3300000.0,0.033,0.0,0.033
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,유기동물 보호관리(도비),보조,동물보호과,201.0,일반운영비,201-01,사무관리비,보조의무,Ο유기동물 입양상담 및 교육,"200,000원*250일","50,000",0,"50,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,000",0,"15,000",0,0,0,0,0,0,"35,000",0,"35,000",0,0,0,0,0,0,50000,0,50000,0,0,0,0,15000,0,35000,50000000.0,0.5,0.0,0.5
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,유기동물 보호관리(도비),보조,동물보호과,201.0,일반운영비,201-01,사무관리비,보조의무,Ο의료폐기물 처리,"1,250,000원*12월","15,000",0,"15,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,500",0,"4,500",0,0,0,0,0,0,"10,500",0,"10,500",0,0,0,0,0,0,15000,0,15000,0,0,0,0,4500,0,10500,15000000.0,0.15,0.0,0.15
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,유기동물 보호관리(도비),보조,동물보호과,201.0,일반운영비,201-01,사무관리비,보조의무,Ο유기동물 사양관리,"3,750,000원*12월","45,000",0,"45,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,500",0,"13,500",0,0,0,0,0,0,"31,500",0,"31,500",0,0,0,0,0,0,45000,0,45000,0,0,0,0,13500,0,31500,45000000.0,0.45,0.0,0.45
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,유기동물 보호관리(도비),보조,동물보호과,201.0,일반운영비,201-01,사무관리비,보조의무,Ο유기동물 복지지원 사업,"40,000,000원","40,000",0,"40,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,000",0,"12,000",0,0,0,0,0,0,"28,000",0,"28,000",0,0,0,0,0,0,40000,0,40000,0,0,0,0,12000,0,28000,40000000.0,0.4,0.0,0.4
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,동물구조 등 인건비,보조,동물보호과,101.0,인건비,101-04,기간제근로자등보수,보조의무,Ο동물보호센터 인건비,"88,000,000원","88,000",0,"88,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,400",0,"26,400",0,0,0,0,0,0,"61,600",0,"61,600",0,0,0,0,0,0,88000,0,88000,0,0,0,0,26400,0,61600,88000000.0,0.88,0.0,0.88
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,동물구조 등 인건비,보조,동물보호과,101.0,인건비,101-04,기간제근로자등보수,보조의무,Ο동물보호센터 인건비(자체),"85,486,000원","85,486",0,"85,486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"85,486",0,"85,486",0,0,0,0,0,0,85486,0,85486,0,0,0,0,0,0,85486,85486000.0,0.85486,0.0,0.85486
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,동물구조 및 포획,자체,동물보호과,201.0,일반운영비,201-01,사무관리비,재량,Ο동물구조 및 포획,"266,273,000원","266,273",0,"266,273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"266,273",0,"266,273",0,0,0,0,0,0,266273,0,266273,0,0,0,0,0,0,266273,266273000.0,2.66273,0.0,2.66273
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호센터 운영,100.0,일반회계,유기동물 위탁관리 협력병원 운영,자체,동물보호과,201.0,일반운영비,201-01,사무관리비,재량,Ο유기동물 위탁관리 협력병원 운영,"24,000,000원","24,000",0,"24,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,000",0,"24,000",0,0,0,0,0,0,24000,0,24000,0,0,0,0,0,0,24000,24000000.0,0.24,0.0,0.24
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호 지원사업,100.0,일반회계,길고양이 중성화사업,보조,동물보호과,301.0,일반보전금,301-14,기타보상금,보조의무,Ο길고양이 중성화사업,"500,000,000원","500,000",0,"500,000","100,000",0,"100,000",0,0,0,0,0,0,0,0,0,0,0,0,"60,000",0,"60,000",0,0,0,0,0,0,"340,000",0,"340,000",0,0,0,0,0,0,500000,0,500000,100000,0,0,0,60000,0,340000,500000000.0,5.0,0.0,5.0
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호 지원사업,100.0,일반회계,길고양이 중성화사업,보조,동물보호과,301.0,일반보전금,301-14,기타보상금,재량,Ο길고양이 중성화사업(자체),"100,000,000원","100,000",0,"100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100,000",0,"100,000",0,0,0,0,0,0,100000,0,100000,0,0,0,0,0,0,100000,100000000.0,1.0,0.0,1.0
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호 지원사업,100.0,일반회계,농촌지역 실외사육견 중성화 수술 지원,보조,동물보호과,301.0,일반보전금,301-14,기타보상금,보조의무,Ο농촌지역 실외사육견 중성화 수술 지원,"43,200,000원","43,200",0,"43,200","9,600",0,"9,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33,600",0,"33,600",0,0,0,0,0,0,43200,0,43200,9600,0,0,0,0,0,33600,43200000.0,0.432,0.0,0.432
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호 지원사업,100.0,일반회계,농촌지역 실외사육견 중성화 수술 지원,보조,동물보호과,301.0,일반보전금,301-14,기타보상금,재량,Ο농촌지역 실외사육견 중성화 수술 지원(자체),"4,800,000원","4,800",0,"4,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,800",0,"4,800",0,0,0,0,0,0,4800,0,4800,0,0,0,0,0,0,4800,4800000.0,0.048,0.0,0.048
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호 지원사업,100.0,일반회계,유실유기동물 입양비 지원,보조,동물보호과,301.0,일반보전금,301-14,기타보상금,보조의무,Ο유실유기동물 입양비 지원,"150,000원*132마리","19,800",0,"19,800","9,900",0,"9,900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,900",0,"9,900",0,0,0,0,0,0,19800,0,19800,9900,0,0,0,0,0,9900,19800000.0,0.198,0.0,0.198
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호 지원사업,100.0,일반회계,유실유기동물 구조보호비 지원,보조,동물보호과,206.0,재료비,206-01,재료비,보조의무,Ο유실유기동물 구조보호비 지원,"70,000원*800마리","56,000",0,"56,000","16,800",0,"16,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39,200",0,"39,200",0,0,0,0,0,0,56000,0,56000,16800,0,0,0,0,0,39200,56000000.0,0.56,0.0,0.56
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호 지원사업,100.0,일반회계,유기동물 임시보호,보조,동물보호과,206.0,재료비,206-01,재료비,보조의무,Ο유실유기동물 임시보호제도 운영,"150,000원*20마리","3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,900,0,0,0,0,0,0,"2,100",0,"2,100",0,0,0,0,0,0,3000,0,3000,0,0,0,0,900,0,2100,3000000.0,0.03,0.0,0.03
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호 지원사업,100.0,일반회계,동물보호소 환경개선 지원,보조,동물보호과,206.0,재료비,206-01,재료비,보조의무,Ο동물보호소 환경개선 지원,"30,000원*770마리","23,100",0,"23,100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,930",0,"6,930",0,0,0,0,0,0,"16,170",0,"16,170",0,0,0,0,0,0,23100,0,23100,0,0,0,0,6930,0,16170,23100000.0,0.231,0.0,0.231
2026,본예산,농림해양수산,농업ㆍ농촌,경제환경위원회,동물보호 및 복지정책 실현,동물보호 지원사업,100.0,일반회계,길고양이 급식소 설치 지원,보조,동물보호과,206.0,재료비,206-01,재료비,보조의무,Ο길고양이 급식소 설치 지원,"1,500,000원","1,500",0,"1,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,450,0,0,0,0,0,0,"1,050",0,"1,050",0,0,0,0,0,0,1500,0,1500,0,0,0,0,450,0,1050,1500000.0,0.015,0.0,0.015
