회계연도,예산구분,분야명,부문명,위원회명,정책사업명,단위사업명,회계코드,회계명,세부사업명,자체보조구분명,부서명,편성목,편성목명,통계목,통계목명,의무/재량구분,산출근거명,산출근거식,예산액,기정액,비교증감,국고보조금,Unnamed: 23,Unnamed: 24,균특보조금,Unnamed: 26,Unnamed: 27,기금보조금,Unnamed: 29,Unnamed: 30,특별교부세,Unnamed: 32,Unnamed: 33,분권교부세,Unnamed: 35,Unnamed: 36,광역보조금,Unnamed: 38,Unnamed: 39,재정보전금,Unnamed: 41,Unnamed: 42,특별조정교부금,Unnamed: 44,Unnamed: 45,자체재원,Unnamed: 47,Unnamed: 48,지방채,Unnamed: 50,Unnamed: 51,기타,Unnamed: 53,Unnamed: 54,예산액_num,기정액_num,비교증감_num,국고보조금_num,균특보조금_num,기금보조금_num,특별교부세_num,광역보조금_num,특별조정교부금_num,자체재원_num,예산액_원,예산액_억원,기정액_억원,비교증감_억원
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο안전보호구 구입비,"50,000원*2명",100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,100,100000.0,0.001,0.0,0.001
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο교육훈련비,"100,000원*2명*1회",200,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0,200,200000.0,0.002,0.0,0.002
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο퇴직금,"4,450,000원*2명","8,900",0,"8,900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,900",0,"8,900",0,0,0,0,0,0,8900,0,8900,0,0,0,0,0,0,8900,8900000.0,0.089,0.0,0.089
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,-,Ο행정근로자 인건비,-,"24,318",0,"24,318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,318",0,"24,318",0,0,0,0,0,0,24318,0,24318,0,0,0,0,0,0,24318,24318000.0,0.24318,0.0,0.24318
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο기본급,"11,930원*8시간*1명*165일","15,748",0,"15,748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,748",0,"15,748",0,0,0,0,0,0,15748,0,15748,0,0,0,0,0,0,15748,15748000.0,0.15748,0.0,0.15748
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο유급휴일수당,"11,930원*8시간*1명*45일","4,295",0,"4,295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,295",0,"4,295",0,0,0,0,0,0,4295,0,4295,0,0,0,0,0,0,4295,4295000.0,0.04295,0.0,0.04295
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο연차유급수당,"11,930원*8시간*1명*7일",669,0,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,669,0,0,0,0,0,0,669,0,669,0,0,0,0,0,0,669,669000.0,0.00669,0.0,0.00669
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο휴일근로수당,"11,930원*8시간*1명*10일",955,0,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,0,955,0,0,0,0,0,0,955,0,955,0,0,0,0,0,0,955,955000.0,0.00955,0.0,0.00955
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο명절수당,"200,000원*1명*1일",200,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0,200,200000.0,0.002,0.0,0.002
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο국민연금,"21,392,720원*4.75%","1,017",0,"1,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,017",0,"1,017",0,0,0,0,0,0,1017,0,1017,0,0,0,0,0,0,1017,1017000.0,0.01017,0.0,0.01017
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο건강보험,"21,392,720원*3.595%*112.95%",869,0,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869,0,869,0,0,0,0,0,0,869,0,869,0,0,0,0,0,0,869,869000.0,0.00869,0.0,0.00869
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο고용보험,"21,392,720원*1.75%",375,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,375,0,0,0,0,0,0,375,0,375,0,0,0,0,0,0,375,375000.0,0.00375,0.0,0.00375
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο산재보험,"21,392,720원*0.888%",190,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,190,0,0,0,0,0,0,190,0,190,0,0,0,0,0,0,190,190000.0,0.0019,0.0,0.0019
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,201.0,일반운영비,201-01,사무관리비,재량,Ο목재문화체험관 운영,"500,000원*12월","6,000",0,"6,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,000",0,"6,000",0,0,0,0,0,0,6000,0,6000,0,0,0,0,0,0,6000,6000000.0,0.06,0.0,0.06
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,201.0,일반운영비,201-01,사무관리비,재량,Ο목공예 공구 등 구입,"500,000원*10개","5,000",0,"5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000",0,"5,000",0,0,0,0,0,0,5000,0,5000,0,0,0,0,0,0,5000,5000000.0,0.05,0.0,0.05
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,201.0,일반운영비,201-01,사무관리비,재량,Ο목재문화체험관 유지관리 소모품 구입,"500,000원*12월","6,000",0,"6,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,000",0,"6,000",0,0,0,0,0,0,6000,0,6000,0,0,0,0,0,0,6000,6000000.0,0.06,0.0,0.06
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,201.0,일반운영비,201-01,사무관리비,재량,Ο무인경비시스템 관리 수수료,"244,000원*12월","2,928",0,"2,928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,928",0,"2,928",0,0,0,0,0,0,2928,0,2928,0,0,0,0,0,0,2928,2928000.0,0.02928,0.0,0.02928
2026,추경1회,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,201.0,일반운영비,201-01,사무관리비,재량,Ο목재문화체험관 당직비(일직),"60,000원*47일","2,820",0,"2,820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,820",0,"2,820",0,0,0,0,0,0,2820,0,2820,0,0,0,0,0,0,2820,2820000.0,0.0282,0.0,0.0282
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,201.0,일반운영비,201-02,공공운영비,재량,Ο전기요금,"34,000,000원","34,000",0,"34,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,000",0,"34,000",0,0,0,0,0,0,34000,0,34000,0,0,0,0,0,0,34000,34000000.0,0.34,0.0,0.34
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,201.0,일반운영비,201-02,공공운영비,재량,Ο통신요금,"30,000원*12월",360,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,360,0,0,0,0,0,0,360,0,360,0,0,0,0,0,0,360,360000.0,0.0036,0.0,0.0036
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,201.0,일반운영비,201-02,공공운영비,재량,Ο시설장비 유지비,"500,000원*12월","6,000",0,"6,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,000",0,"6,000",0,0,0,0,0,0,6000,0,6000,0,0,0,0,0,0,6000,6000000.0,0.06,0.0,0.06
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,201.0,일반운영비,201-03,행사운영비,재량,Ο목공예 체험 강사수당,"160,000원*2명*4회*5월","6,400",0,"6,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,400",0,"6,400",0,0,0,0,0,0,6400,0,6400,0,0,0,0,0,0,6400,6400000.0,0.064,0.0,0.064
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,자연휴양림조성,100.0,일반회계,목재문화체험장 운영,자체,산림과,206.0,재료비,206-01,재료비,재량,Ο목공예체험 재료 구입,"10,000원*5,000개","50,000",0,"50,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50,000",0,"50,000",0,0,0,0,0,0,50000,0,50000,0,0,0,0,0,0,50000,50000000.0,0.5,0.0,0.5
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,유아숲체험,100.0,일반회계,유아숲체험원 조성 및 관리,자체,산림과,201.0,일반운영비,201-01,사무관리비,재량,Ο어린이놀이시설 정기검사수수료,"300,000원*3개소",900,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,900,0,0,0,0,0,0,900,0,900,0,0,0,0,0,0,900,900000.0,0.009,0.0,0.009
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,유아숲체험,100.0,일반회계,유아숲체험원 조성 및 관리,자체,산림과,201.0,일반운영비,201-02,공공운영비,재량,Ο유아숲체험원 전기요금,"60,000원*12월",720,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,720,0,0,0,0,0,0,720,0,720,0,0,0,0,0,0,720,720000.0,0.0072,0.0,0.0072
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,유아숲체험,100.0,일반회계,유아숲체험원 조성 및 관리,자체,산림과,401.0,시설비및부대비,401-01,시설비,재량,Ο유아숲체험원 유지관리,"60,000,000원","60,000",0,"60,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,000",0,"60,000",0,0,0,0,0,0,60000,0,60000,0,0,0,0,0,0,60000,60000000.0,0.6,0.0,0.6
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,유아숲체험,100.0,일반회계,유아숲체험원 조성 및 관리,자체,산림과,401.0,시설비및부대비,401-01,시설비,재량,Ο유아숲체험원 소독 및 세척,"20,000,000원","20,000",0,"20,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,000",0,"20,000",0,0,0,0,0,0,20000,0,20000,0,0,0,0,0,0,20000,20000000.0,0.2,0.0,0.2
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,유아숲체험,100.0,일반회계,유아숲체험원 조성 및 관리,자체,산림과,401.0,시설비및부대비,401-02,감리비,법정의무,Ο유아숲체험원 유지관리 감리비,"2,000,000원","2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000",0,"2,000",0,0,0,0,0,0,2000,0,2000,0,0,0,0,0,0,2000,2000000.0,0.02,0.0,0.02
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,유아숲체험,100.0,일반회계,유아숲체험원 보완,보조,산림과,401.0,시설비및부대비,401-01,시설비,보조의무,Ο유아숲체험원 재정비공사,"96,450,000원","96,450",0,"96,450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"48,225",0,"48,225",0,0,0,0,0,0,"48,225",0,"48,225",0,0,0,0,0,0,96450,0,96450,0,0,0,0,48225,0,48225,96450000.0,0.9645,0.0,0.9645
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,유아숲체험,100.0,일반회계,유아숲체험원 보완,보조,산림과,401.0,시설비및부대비,401-02,감리비,보조의무,Ο유아숲체험원 재정비공사 감리비,"2,600,000원","2,600",0,"2,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,300",0,"1,300",0,0,0,0,0,0,"1,300",0,"1,300",0,0,0,0,0,0,2600,0,2600,0,0,0,0,1300,0,1300,2600000.0,0.026,0.0,0.026
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,-,Ο청소근로자 인건비,-,"248,464",0,"248,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"248,464",0,"248,464",0,0,0,0,0,0,248464,0,248464,0,0,0,0,0,0,248464,248464000.0,2.48464,0.0,2.48464
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο기본급,"11,930원*6시간*8명*248일","142,015",0,"142,015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"142,015",0,"142,015",0,0,0,0,0,0,142015,0,142015,0,0,0,0,0,0,142015,142015000.0,1.42015,0.0,1.42015
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο유급휴일수당,"11,930원*6시간*8명*65일","37,222",0,"37,222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37,222",0,"37,222",0,0,0,0,0,0,37222,0,37222,0,0,0,0,0,0,37222,37222000.0,0.37222,0.0,0.37222
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο연차유급수당,"11,930원*6시간*8명*11일","6,300",0,"6,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,300",0,"6,300",0,0,0,0,0,0,6300,0,6300,0,0,0,0,0,0,6300,6300000.0,0.063,0.0,0.063
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο휴일근로수당,"17,895원*6시간*8명*16일","13,744",0,"13,744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,744",0,"13,744",0,0,0,0,0,0,13744,0,13744,0,0,0,0,0,0,13744,13744000.0,0.13744,0.0,0.13744
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο명절수당,"200,000원*8명*2회","3,200",0,"3,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,200",0,"3,200",0,0,0,0,0,0,3200,0,3200,0,0,0,0,0,0,3200,3200000.0,0.032,0.0,0.032
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο국민연금,"202,481,000원*4.75%","9,618",0,"9,618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,618",0,"9,618",0,0,0,0,0,0,9618,0,9618,0,0,0,0,0,0,9618,9618000.0,0.09618,0.0,0.09618
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο건강보험,"202,481,000원*3.595%*112.95%","8,222",0,"8,222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,222",0,"8,222",0,0,0,0,0,0,8222,0,8222,0,0,0,0,0,0,8222,8222000.0,0.08222,0.0,0.08222
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο고용보험,"202,481,000원*1.75%","3,544",0,"3,544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,544",0,"3,544",0,0,0,0,0,0,3544,0,3544,0,0,0,0,0,0,3544,3544000.0,0.03544,0.0,0.03544
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο산재보험,"202,481,000원*0.888%","1,799",0,"1,799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,799",0,"1,799",0,0,0,0,0,0,1799,0,1799,0,0,0,0,0,0,1799,1799000.0,0.01799,0.0,0.01799
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο피복비,"100,000원*8명",800,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,800,0,0,0,0,0,0,800,0,800,0,0,0,0,0,0,800,800000.0,0.008,0.0,0.008
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο안전보호구 구입비,"50,000원*8명",400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,400,0,0,0,0,0,0,400,0,400,0,0,0,0,0,0,400,400000.0,0.004,0.0,0.004
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,101.0,인건비,101-04,기간제근로자등보수,재량,ο퇴직금,"5,400,000원*4명","21,600",0,"21,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,600",0,"21,600",0,0,0,0,0,0,21600,0,21600,0,0,0,0,0,0,21600,21600000.0,0.216,0.0,0.216
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,201.0,일반운영비,201-01,사무관리비,재량,Ο산림교육센터 운영,"1,125,000원*12월","13,500",0,"13,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,500",0,"13,500",0,0,0,0,0,0,13500,0,13500,0,0,0,0,0,0,13500,13500000.0,0.135,0.0,0.135
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,201.0,일반운영비,201-01,사무관리비,재량,Ο소모품 구입,"3,000,000원*12월","36,000",0,"36,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"36,000",0,"36,000",0,0,0,0,0,0,36000,0,36000,0,0,0,0,0,0,36000,36000000.0,0.36,0.0,0.36
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,201.0,일반운영비,201-01,사무관리비,재량,Ο무인경비시스템 관리 수수료,"135,000원*12월","1,620",0,"1,620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,620",0,"1,620",0,0,0,0,0,0,1620,0,1620,0,0,0,0,0,0,1620,1620000.0,0.0162,0.0,0.0162
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,201.0,일반운영비,201-01,사무관리비,재량,Ο홈페이지 유지관리,"22,000,000원","22,000",0,"22,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22,000",0,"22,000",0,0,0,0,0,0,22000,0,22000,0,0,0,0,0,0,22000,22000000.0,0.22,0.0,0.22
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,201.0,일반운영비,201-01,사무관리비,재량,Ο산림교육센터 공무직 급식비,"9,000원*10명*4일*12월","4,320",0,"4,320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,320",0,"4,320",0,0,0,0,0,0,4320,0,4320,0,0,0,0,0,0,4320,4320000.0,0.0432,0.0,0.0432
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,201.0,일반운영비,201-01,사무관리비,재량,Ο산림교육센터 공무직 교육비,"100,000원*10명*2회","2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000",0,"2,000",0,0,0,0,0,0,2000,0,2000,0,0,0,0,0,0,2000,2000000.0,0.02,0.0,0.02
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,201.0,일반운영비,201-01,사무관리비,재량,Ο산림교육센터 공무직 피복비,"150,000원*10명*2회","3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000",0,"3,000",0,0,0,0,0,0,3000,0,3000,0,0,0,0,0,0,3000,3000000.0,0.03,0.0,0.03
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,201.0,일반운영비,201-01,사무관리비,재량,Ο제안서 평가위원회 참석수당,"150,000원*10명*2회","3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000",0,"3,000",0,0,0,0,0,0,3000,0,3000,0,0,0,0,0,0,3000,3000000.0,0.03,0.0,0.03
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,201.0,일반운영비,201-01,사무관리비,재량,"Ο저수조, 하수관로 청소","3,000,000원*2회","6,000",0,"6,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,000",0,"6,000",0,0,0,0,0,0,6000,0,6000,0,0,0,0,0,0,6000,6000000.0,0.06,0.0,0.06
2026,본예산,농림해양수산,임업ㆍ산촌,경제환경위원회,산림휴양·경관 조성,산림교육센터 조성 및 관리,100.0,일반회계,산림교육센터 운영,자체,산림과,201.0,일반운영비,201-01,사무관리비,재량,Ο홍보물 제작,"5,000원*500부","2,500",0,"2,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,500",0,"2,500",0,0,0,0,0,0,2500,0,2500,0,0,0,0,0,0,2500,2500000.0,0.025,0.0,0.025
