회계연도,예산구분,분야명,부문명,위원회명,정책사업명,단위사업명,회계코드,회계명,세부사업명,자체보조구분명,부서명,편성목,편성목명,통계목,통계목명,의무/재량구분,산출근거명,산출근거식,예산액,기정액,비교증감,국고보조금,,,균특보조금,,,기금보조금,,,특별교부세,,,분권교부세,,,광역보조금,,,재정보전금,,,특별조정교부금,,,자체재원,,,지방채,,,기타,,
,,,,,,,,,,,,,,,,,,,,,,경정,기정,증감,경정,기정,증감,경정,기정,증감,경정,기정,증감,경정,기정,증감,경정,기정,증감,경정,기정,증감,경정,기정,증감,경정,기정,증감,경정,기정,증감,경정,기정,증감
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο어르신 인생노트 사업,"141,590원",142,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,142,0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο저소득 재가노인 식사배달,"1,650,630원","1,651",0,"1,651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,651",0,"1,651",0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο노인요양시설 확충(장기요양기관 CCTV 지원사업),"37,412,540원","37,413",0,"37,413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37,413",0,"37,413",0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο365어르신돌봄센터 운영,"750,550원",751,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,0,751,0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο독거노인 응급안전안심서비스 종사자 처우개선비,"200,000원",200,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο재가노인복지시설 종사자 처우개선비,"100,000원",100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο노인맞춤돌봄 종사자 처우개선비,"200,000원",200,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο응급안전안심서비스 모니터링 지원,"1,030원",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο노인요양시설 확충(장기요양기관 환기시설 설치사업),"15,080,000원","15,080",0,"15,080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,080",0,"15,080",0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο노인일자리 및 사회활동지원,"16,848,970원","16,849",0,"16,849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,849",0,"16,849",0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο노인일자리 및 사회활동 지원(도비),"52,561,230원","52,562",0,"52,562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"52,562",0,"52,562",0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο수행기관 전담인력 인건비(도비),"17,280,280원","17,281",0,"17,281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,281",0,"17,281",0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο노인이용시설 종사자 특수근무수당(노인일자리 및 사회활동지원),"50,000원",50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο노인일자리전담기관 종사자 처우개선비 지원,"900,000원",900,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,900,0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο시니어클럽 운영비,"9,860원",10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο노인일자리 수행기관 부대경비 지원,"81,220원",82,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,82,0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο노인상담센터 지원,"1,525,070원","1,526",0,"1,526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,526",0,"1,526",0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο노인 월동난방비 등 지원사업,"21,533,720원","21,534",0,"21,534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,534",0,"21,534",0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο노인 월동난방비 등 추가 지원,"16,026,170원","16,027",0,"16,027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,027",0,"16,027",0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο독거노인 공동생활 카네이션하우스,830원,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο노인맞춤돌봄서비스,"3,924,790원","3,925",0,"3,925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,925",0,"3,925",0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο재가노인 복지시설 운영,"8,810원",9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο노인복지관 등 종사자 처우개선비,"509,600원",510,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,510,0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο노인복지관 등 종사자 특수근무수당,"841,980원",842,0,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,0,842,0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο한파쉼터 경로당 난방비 추가지원,"2,402,650원","2,403",0,"2,403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,403",0,"2,403",0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο경로당 서포터즈 지원,"797,790원",798,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798,0,798,0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο노인복지신문 보급,"440,930원",441,0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,441,0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο경로당 활성화 지원,"2,141,080원","2,142",0,"2,142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,142",0,"2,142",0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο취약계층 냉방비 긴급지원(경로당 냉방비),"37,668,210원","37,669",0,"37,669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37,669",0,"37,669",0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο경로당 냉난방비 및 양곡비 지원,"12,675,060원","12,676",0,"12,676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,676",0,"12,676",0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο수행기관 전담인력 인건비,"2,074,050원","2,075",0,"2,075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,075",0,"2,075",0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο기초연금,"44,298,880원","44,299",0,"44,299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,299",0,"44,299",0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο경로식당 무료급식,"2,434,380원","2,435",0,"2,435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,435",0,"2,435",0,0,0,0,0,0
2024,추경2회,사회복지,기초생활보장,문화복지위원회,재무활동(노인복지과),보전지출(노인복지과),100,일반회계,보전지출(노인복지과),자체,노인복지과,802,반환금기타,802-02,시ㆍ도비보조금반환금,보조의무,Ο경로식당 취사원 인건비,"480,210원",481,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,481,0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성활동 증진,100,일반회계,여성단체 운영 지원,자체,여성가족과,203,업무추진비,203-03,시책추진업무추진비,법정의무,Ο여성정책 업무추진,"4,500,000원","4,500",0,"4,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,500",0,"4,500",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성활동 증진,100,일반회계,여성단체 운영 지원,자체,여성가족과,307,민간이전,307-03,민간단체법정운영비보조,재량,Ο(사)경기도여성단체협의회 용인시지회 운영비,"38,556,000원","38,556",0,"38,556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38,556",0,"38,556",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성활동 증진,100,일반회계,동부지역 여성복지회관 건립,보조,여성가족과,403,자치단체등자본이전,403-02,공기관등에대한자본적위탁사업비,보조의무,Ο동부지역 여성복지회관 건립,"750,000,000원","750,000",0,"750,000",0,0,0,"750,000",0,"750,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성활동 증진,100,일반회계,동부지역 여성복지회관 건립(국공립어린이집),보조,여성가족과,403,자치단체등자본이전,403-02,공기관등에대한자본적위탁사업비,보조의무,Ο동부지역 여성복지회관 건립(국공립어린이집),"18,334,000원","18,334",0,"18,334","11,000",0,"11,000",0,0,0,0,0,0,0,0,0,0,0,0,"3,667",0,"3,667",0,0,0,0,0,0,"3,667",0,"3,667",0,0,0,0,0,0
2024,추경1회,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성활동 증진,100,일반회계,동부지역 여성복지회관 건립(국공립어린이집),보조,여성가족과,403,자치단체등자본이전,403-02,공기관등에대한자본적위탁사업비,보조의무,Ο동부지역 여성복지회관 건립(국공립어린이집),"경정 18,334,000원","18,334","18,334",0,0,"11,000","-11,000","11,000",0,"11,000",0,0,0,0,0,0,0,0,0,"3,667","3,667",0,0,0,0,0,0,0,"3,667","3,667",0,0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성활동 증진,100,일반회계,예절교육관 운영,자체,여성가족과,201,일반운영비,201-01,사무관리비,재량,Ο일반수용비,"10,900,000원","10,900",0,"10,900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,900",0,"10,900",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성활동 증진,100,일반회계,예절교육관 운영,자체,여성가족과,201,일반운영비,201-01,사무관리비,재량,Ο한복세탁비,"15,000원*180벌","2,700",0,"2,700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,700",0,"2,700",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성활동 증진,100,일반회계,예절교육관 운영,자체,여성가족과,201,일반운영비,201-01,사무관리비,재량,Ο홍보 리플릿 제작,"1,000,000원","1,000",0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000",0,"1,000",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성활동 증진,100,일반회계,예절교육관 운영,자체,여성가족과,201,일반운영비,201-01,사무관리비,재량,Ο무인경비시스템 관리,"2,412,000원","2,412",0,"2,412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,412",0,"2,412",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성활동 증진,100,일반회계,예절교육관 운영,자체,여성가족과,201,일반운영비,201-02,공공운영비,재량,Ο공공요금,"700,000원*12월","8,400",0,"8,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,400",0,"8,400",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성활동 증진,100,일반회계,예절교육관 운영,자체,여성가족과,201,일반운영비,201-02,공공운영비,재량,Ο소규모 수선 등,"3,000,000원","3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000",0,"3,000",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성활동 증진,100,일반회계,예절교육관 운영,자체,여성가족과,201,일반운영비,201-03,행사운영비,재량,Ο찾아가는 예절교육 강사수당,"40,000원*300회","12,000",0,"12,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,000",0,"12,000",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성활동 증진,100,일반회계,예절교육관 운영,자체,여성가족과,201,일반운영비,201-03,행사운영비,재량,"Ο한국문화 명절특강(설,단오,추석)","500,000원*3회","1,500",0,"1,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,500",0,"1,500",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성 권익증진 사업,100,일반회계,여성친화도시 조성,자체,여성가족과,201,일반운영비,201-01,사무관리비,재량,Ο여성안심택배보관함 설치·운영,"25,000,000원","25,000",0,"25,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,000",0,"25,000",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성 권익증진 사업,100,일반회계,여성친화도시 조성,자체,여성가족과,201,일반운영비,201-01,사무관리비,재량,Ο여성친화도시 조성협의체 수당,"100,000원*20명","2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000",0,"2,000",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성 권익증진 사업,100,일반회계,여성친화도시 조성,자체,여성가족과,201,일반운영비,201-01,사무관리비,재량,Ο수유실 운영비,"1,200,000원","1,200",0,"1,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,200",0,"1,200",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성 권익증진 사업,100,일반회계,여성친화도시 조성,자체,여성가족과,201,일반운영비,201-01,사무관리비,법정의무,Ο성인지력 향상교육,"1,000,000원*4회","4,000",0,"4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,000",0,"4,000",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성 권익증진 사업,100,일반회계,여성친화도시 조성,자체,여성가족과,201,일반운영비,201-01,사무관리비,재량,Ο여성친화도시 홍보물 제작,"3,000,000원","3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000",0,"3,000",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성 권익증진 사업,100,일반회계,여성친화도시 조성,자체,여성가족과,201,일반운영비,201-03,행사운영비,재량,Ο여성친화도시 워크숍,"1,000,000원","1,000",0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000",0,"1,000",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성 권익증진 사업,100,일반회계,여성친화도시 조성,자체,여성가족과,201,일반운영비,201-03,행사운영비,재량,Ο여성친화도시 정책형성 교육,"800,000원*4회","3,200",0,"3,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,200",0,"3,200",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성 권익증진 사업,100,일반회계,여성친화도시 조성,자체,여성가족과,203,업무추진비,203-03,시책추진업무추진비,법정의무,Ο여성친화도시 조성 업무추진,"3,600,000원","3,600",0,"3,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,600",0,"3,600",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성 권익증진 사업,100,일반회계,여성친화도시 조성,자체,여성가족과,301,일반보전금,301-14,기타보상금,재량,Ο여성친화도시 시민참여단 활동비,"20,000원*10명*12월","2,400",0,"2,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,400",0,"2,400",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성 권익증진 사업,100,일반회계,여성친화도시 조성,자체,여성가족과,303,포상금,303-01,포상금,재량,Ο여성친화도시 포상금,"3,000,000원","3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000",0,"3,000",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성 권익증진 사업,100,일반회계,성별영향평가 운영,자체,여성가족과,201,일반운영비,201-01,사무관리비,재량,Ο성별영향평가 위원회 참석수당,"100,000원*5명*2회","1,000",0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000",0,"1,000",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성 권익증진 사업,100,일반회계,성별영향평가 운영,자체,여성가족과,201,일반운영비,201-01,사무관리비,재량,Ο성별영향평가 교육 및 컨설팅,"1,000,000원*2회","2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000",0,"2,000",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성 권익증진 사업,100,일반회계,여성1인가구 여성안심 패키지 지원,보조,여성가족과,201,일반운영비,201-01,사무관리비,보조의무,Ο여성1인가구 여성안심 패키지 지원,"294,000원*100가구","29,400",0,"29,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,820",0,"8,820",0,0,0,0,0,0,"20,580",0,"20,580",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성 권익증진 사업,100,일반회계,시민예식장 운영,자체,여성가족과,201,일반운영비,201-01,사무관리비,재량,Ο시민예식장 운영,"2,000,000원","2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000",0,"2,000",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성 권익증진 사업,100,일반회계,건강가정지원센터 운영,보조,여성가족과,307,민간이전,307-05,민간위탁금,보조의무,Ο용인시종합가족센터 운영 지원,"541,280,000원","541,280",0,"541,280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"541,280",0,"541,280",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성 권익증진 사업,100,일반회계,건강가정지원센터 운영,보조,여성가족과,307,민간이전,307-05,민간위탁금,보조의무,Ο위기부부 지원,"10,000,000원","10,000",0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,000",0,"10,000",0,0,0,0,0,0
2024,본예산,사회복지,보육ㆍ가족및여성,문화복지위원회,여성복지 증진,여성 권익증진 사업,100,일반회계,건강가정지원센터 운영,보조,여성가족과,307,민간이전,307-05,민간위탁금,보조의무,Ο건강가정지원센터 운영,"231,700,000원","231,700",0,"231,700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"69,510",0,"69,510",0,0,0,0,0,0,"162,190",0,"162,190",0,0,0,0,0,0
